ID,COUNTRY_CODE,COUNTRY,YEAR,CH4__INDEX_1990,CH4__INDEX_2000,CH4__TOTAL,CO2__INDEX_1990,CO2__INDEX_2000,CO2__TOTAL,GHG__AFOLU,GHG__AGR,GHG__AGR_P,GHG__ENER,GHG__ENER_CO2,GHG__ENER_CO2_P,GHG__ENER_FU,GHG__ENER_FU_P,GHG__ENER_IND,GHG__ENER_IND_P,GHG__ENER_MANUF,GHG__ENER_MANUF_P,GHG__ENER_OSECT,GHG__ENER_OSECT_P,GHG__ENER_OTH,GHG__ENER_OTH_P,GHG__ENER_P,GHG__ENER_TRANS,GHG__ENER_TRANS_P,GHG__GHG_CAP,GHG__GHG_GDP,GHG__INDEX_1990,GHG__INDEX_2000,GHG__IND_PROC,GHG__IND_PROC_P,GHG__LULUCF,GHG__OTH,GHG__OTH_P,GHG__TOTAL,GHG__TOTAL_LULU,GHG__WAS,GHG__WAS_P,HFC_PFC__INDEX_1990,HFC_PFC__INDEX_2000,HFC_PFC__TOTAL,HFC__INDEX_1990,HFC__INDEX_2000,HFC__TOTAL,N2O__INDEX_1990,N2O__INDEX_2000,N2O__TOTAL,NF3__INDEX_1990,NF3__INDEX_2000,NF3__TOTAL,PFC__INDEX_1990,PFC__INDEX_2000,PFC__TOTAL,SF6__INDEX_1990,SF6__INDEX_2000,SF6__TOTAL
AUT_1994,AUT,Austria,1994,92.456,114.47,9607558.0,98.194,92.2,61002439.0,,7643043.0,10.054,51810392.0,,,470329.0,0.619,11918293.0,15.678,10364907.0,13.635,13409574.0,17.64,42559.0,0.056,68.156,15604731.0,20.528,9565.0,300.0,96.846,94.711,12738742.0,16.758,-11830147.0,,,76016828.0,64186680.0,3824651.0,5.031,,,,10711.761,36.589,261106.0,96.001,96.027,4147837.0000000005,,7.218,759.0,5.999,80.756,70956.0,196.803,161.206,926174.0
AUT_1995,AUT,Austria,1995,91.714,113.55,9530406.0,103.124,96.83,64065260.0,,7767560.0,9.785,54357824.0,,,464031.0,0.585,13119994.0,16.527,10243614.0,12.904,14612250.0,18.407,33391.0,0.042,68.475,15884544.0,20.01,9935.0,305.0,101.134,98.905,13604920.0,17.138,-13138406.0,,,79382990.0,66244584.0,3652686.0,4.601,,,,14500.191,49.529,353451.0,98.226,98.252,4243977.0,,61.277,6440.0,7.047,94.86,83350.0,233.763,191.48,1100108.0
AUT_1996,AUT,Austria,1996,88.8,109.943,9227629.0,108.526,101.902,67421589.0,,7653898.0,9.266,58430203.0,,,391636.0,0.474,14054476.0,17.014,10850164.0,13.135,15655917.0,18.953,39855.0,0.048,70.734,17438156.0,21.11,10303.0,310.0,105.24,102.92,13057115.0,15.807,-10549324.0,,,82605495.0,72056171.0,3464280.0,4.194,,,,17115.541,58.462,417202.0,98.921,98.947,4273996.0,,75.417,7926.0,6.785,91.337,80254.0,250.08,204.846,1176900.0
AUT_1997,AUT,Austria,1997,85.892,106.342,8925399.0,108.222,101.617,67232779.0,,7615598.0,9.267,57024772.0,,,436271.0,0.531,14084825.0,17.14,11862215.0,14.435,14151421.0,17.221,37976.0,0.046,69.394,16452064.999999998,20.021,10230.0,302.0,104.693,102.385,14219022.0,17.303,-19061025.0,,,82175956.0,63114931.0,3316564.0,4.036,,,,20436.009,69.804,498140.0,99.528,99.555,4300243.0,,147.741,15526.0,9.932,133.695,117472.0,230.849,189.094,1086397.0
AUT_1998,AUT,Austria,1998,84.163,104.202,8745769.0,107.647,101.077,66875147.0,,7585199.0,9.306,56865179.0,,,463604.0,0.569,13145281.0,16.127,10475297.0,12.851,14175683.0,17.391,43370.0,0.053,69.763,18561944.0,22.772,10137.0,289.0,103.847,101.557,13864924.0,17.01,-17188785.0,,,81511962.0,64323177.0,3196661.0,3.922,,,,24965.415,85.275,608547.0,100.626,100.653,4347656.0,,89.737,9431.0,4.695,63.2,55531.0,184.842,151.408,869882.0
AUT_1999,AUT,Austria,1999,82.421,102.045,8564763.0,105.534,99.093,65562721.99999999,,7475731.0,9.353,55730820.0,,,496348.0,0.621,12677257.0,15.86,9749520.0,12.197,14739922.0,18.441,42524.0,0.053,69.724,18025248.0,22.551,9928.0,274.0,101.833,99.588,13647397.0,17.074,-19493217.0,,,79931075.0,60437858.0,3077127.0,3.85,,,,28755.185,98.22,700925.0,100.423,100.449,4338877.0,,78.376,8237.0,6.695,90.118,79183.0,143.722,117.726,676368.0
AUT_2000,AUT,Austria,2000,80.769,100.0,8393105.0,106.5,100.0,66162888.00000001,,7386866.0,9.203,55299824.0,,,496471.0,0.619,12369846.0,15.412,10025713.0,12.491,13543540.0,16.874,41801.0,0.052,68.899,18822454.0,23.451,9947.0,266.0,102.254,100.0,14610273.0,18.203,-16391444.0,,,80261987.0,63870543.0,2965023.0,3.694,,,,29276.266,100.0,713627.0,99.973,100.0,4319464.0,,100.0,10509.0,7.429,100.0,87866.0,122.082,100.0,574528.0
AUT_2001,AUT,Austria,2001,79.244,98.112,8234657.999999999,112.842,105.955,70102600.0,,7334335.0,8.716,59460943.0,,,514602.0,0.612,13706743.0,16.288,10101184.0,12.004,14781011.0,17.565,42369.0,0.05,70.659,20315033.0,24.141,10392.0,275.0,107.209,104.846,14487839.0,17.216,-19234068.0,,,84151509.0,64917441.0,2868393.0,3.409,,,,35408.41,120.946,863101.0,97.092,97.118,4194978.0,,100.0,10509.0,9.836,132.404,116337.0,133.726,109.538,629326.0
AUT_2002,AUT,Austria,2002,77.887,96.432,8093618.0,115.765,108.7,71918762.0,,7225949.0,8.411,60685364.0,,,498845.0,0.581,13391386.0,15.588,10523401.0,12.25,13998662.0,16.295,42931.0,0.05,70.641,22230139.0,25.877,10561.0,277.0,109.446,107.033,15129514.0,17.612,-14226875.0,,,85906916.0,71680041.0,2866089.0,3.336,,,,39767.785,135.836,969364.0,97.194,97.22,4199387.0,,100.0,10509.0,8.622,116.058,101975.0,130.321,106.749,613301.0
AUT_2003,AUT,Austria,2003,77.278,95.677,8030282.0,124.836,117.217,77554252.0,,7078439.0,7.732,66326418.99999999,,,515393.0,0.563,16104078.0,17.591,10904089.0,11.911,14674508.0,16.03,43487.0,0.048,72.452,24084864.0,26.309,11197.0,292.0,116.629,114.058,15270716.0,16.681,-4834259.0,,,91545238.0,86710979.0,2869664.0,3.135,,,,44036.178,150.416,1073408.0,96.975,97.001,4189915.0,,205.11,21555.0,10.685,143.837,126383.0,116.752,95.634,549443.0
AUT_2004,AUT,Austria,2004,77.311,95.719,8033789.0,125.03,117.399,77674391.0,,7061029.0,7.747,66335910.99999999,,,465785.0,0.511,15940686.0,17.49,11126969.0,12.209,14156888.0,15.533,44043.0,0.048,72.785,24601540.0,26.993,11092.0,283.0,116.113,113.553,14809730.0,16.249,-9152022.0,,,91139806.0,81987783.0,2933135.0,3.218,,,,47597.221,162.58,1160211.0,83.398,83.42,3603296.0,,252.537,26540.0,13.322,179.334,157573.0,102.847,84.244,484007.0
AUT_2005,AUT,Austria,2005,75.061,92.933,7799943.0,127.473,119.693,79192432.0,,6995751.0,7.569,67006653.99999999,,,437134.0,0.473,16250746.0,17.582,11538153.0,12.483,13780757.0,14.91,44577.0,0.048,72.497,24955287.0,27.0,11198.0,281.0,117.753,115.157,15630524.0,16.911,-10622141.0,,,92427269.0,81805127.0,2794340.0,3.023,,,,47109.734,160.914,1148328.0,83.356,83.378,3601499.0,,267.921,28156.0,13.805,185.835,163285.0,104.891,85.918,493625.0
AUT_2006,AUT,Austria,2006,74.102,91.745,7700233.0,123.781,116.226,76898329.0,,6990949.0,7.766,64070477.0,,,465428.0,0.517,15048078.0,16.716,11245950.0,12.492,13580787.0,15.086,45066.0,0.05,71.171,23685167.0,26.31,10865.0,264.0,114.69,112.161,16286787.0,18.092,-5158700.0,,,90022830.0,84864130.0,2674617.0,2.971,,,,47393.014,161.882,1155233.0,83.563,83.586,3610454.0,,311.457,32732.0,14.575,196.194,172387.0,96.357,78.928,453462.0
AUT_2007,AUT,Austria,2007,73.09,90.493,7595135.0,119.538,112.242,74262588.0,,7050169.0,8.072,60776842.0,,,471640.0,0.54,13898136.0,15.913,10879392.0,12.457,11578569.0,13.257,45620.0,0.052,69.588,23903484.0,27.369,10505.0,247.0,111.269,108.816,16964019.0,19.423,-5397863.0,,,87337769.0,81939906.0,2546739.0,2.916,,,,49164.452,167.933,1198413.0,83.898,83.92,3624902.0,,565.139,59392.0,19.474,262.142,230332.0,77.986,63.88,367007.0
AUT_2008,AUT,Austria,2008,71.881,88.996,7469494.0,118.453,111.223,73588405.0,,7184896.0,8.283,59837451.0,,,432400.0,0.498,13712062.0,15.807,11266963.0,12.988,11956936.0,13.784,46174.0,0.053,68.979,22422916.0,25.848,10399.0,242.0,110.517,108.081,17290895.0,19.932,-4157734.0000000005,,,86747757.0,82590023.0,2434515.0,2.806,,,,51268.983,175.121,1249712.0,88.067,88.091,3805053.0,,508.805,53471.0,17.601,236.937,208186.0,79.351,64.998,373434.0
AUT_2009,AUT,Austria,2009,71.146,88.086,7393139.0,108.643,102.012,67493948.0,,7219475.0,9.006,56737461.0,,,480187.0,0.599,12691442.0,15.832,10732792.0,13.389,11023329.0,13.751,46701.0,0.058,70.778,21763009.0,27.148,9574.0,232.0,102.128,99.877,13918239.0,17.362,-4448810.0,,,80163130.0,75714320.0,2287956.0,2.854,,,,53760.332,183.631,1310440.0,82.936,82.958,3583361.0,,43.208,4541.0,3.046,40.997,36022.0,72.604,59.471,341679.0
AUT_2010,AUT,Austria,2010,70.333,87.079,7308658.0,115.915,108.84,72011841.0,,7079648.0,8.367,59448337.0,,,467829.0,0.553,13844476.0,16.362,11336513.0,13.398,11175120.0,13.207,47264.0,0.056,70.259,22577135.0,26.683,10061.0,241.0,107.797,105.421,15923555.0,18.819,-5777061.0,,,84612839.0,78835778.0,2161298.0,2.554,,,,60948.754,208.185,1485662.0,78.43,78.451,3388642.0,,39.165,4116.0,6.599,88.828,78049.0,71.369,58.46,335871.0
AUT_2011,AUT,Austria,2011,68.407,84.694,7108459.0,112.513,105.646,69898241.0,,7150424.0,8.69,57124935.0,,,461064.0,0.56,13532374.0,16.445,11233106.0,13.651,9927738.0,12.065,47828.0,0.058,69.422,21922825.0,26.642,9734.0,228.0,104.834,102.523,15965621.0,19.402,-6004825.0,,,82286887.0,76282063.0,2045907.0,2.486,,,,58005.83,198.133,1413927.0,80.574,80.596,3481296.0,,39.034,4102.0,6.215,83.665,73513.0,65.309,53.496,307349.0
AUT_2012,AUT,Austria,2012,67.428,83.482,7006736.0,108.184,101.581,67209096.0,,7099917.0,8.927,54917780.0,,,474462.0,0.597,12030137.0,15.127,11127345.0,13.992,9494392.0,11.938,48389.0,0.061,69.054,21743054.0,27.34,9354.0,218.0,101.32,99.086,15565417.0,19.572,-5347515.0,,,79528787.0,74181271.0,1945673.0,2.447,,,,61223.36,209.123,1492356.0,79.837,79.858,3449439.0,,81.489,8564.0,4.288,57.719,50715.0,66.272,54.284,311879.0
AUT_2013,AUT,Austria,2013,66.469,82.295,6907097.0,109.048,102.392,67745690.0,,7090964.0,8.867,55168778.0,,,471501.0,0.59,11066362.0,13.838,10946706.0,13.688,9709526.0,12.141,48964.0,0.061,68.985,22925717.0,28.667,9347.0,220.0,101.885,99.639,15884895.0,19.863,-4396236.0,,,79971975.0,75575740.0,1827338.0,2.285,,,,62372.477,213.048,1520367.0,79.491,79.513,3434520.0,,92.799,9752.0,4.162,56.028,49229.0,64.878,53.143,305320.0
AUT_2014,AUT,Austria,2014,65.221,80.75,6777446.0,103.155,96.859,64084427.0,,7232824.0,9.474,51380019.0,,,438109.0,0.574,9423083.0,12.343,10492731.0,13.744,8752207.0,11.464,49521.0,0.065,67.299,22224367.0,29.11,8862.0,208.0,97.265,95.121,16008915.0,20.969,-4602886.0,,,76346007.0,71743121.0,1724249.0,2.258,,,,65141.538,222.506,1587864.0,81.44,81.461,3518695.0,,100.507,10563.0,4.483,60.352,53029.0,66.719,54.651,313983.0
AUT_2015,AUT,Austria,2015,64.496,79.852,6702057.0,106.694,100.182,66283236.99999999,,7246136.0,9.23,53037790.0,,,424364.0,0.541,10563825.0,13.455,10186784.0,12.975,9112238.0,11.606,50077.0,0.064,67.556,22700501.0,28.914,9046.0,212.0,100.022,97.817,16585232.0,21.125,-4439012.0,,,78509783.0,74070771.0,1640625.0,2.09,,,,66600.684,227.49,1623432.0,81.667,81.688,3528503.0,,128.069,13459.0,4.189,56.392,49549.0,65.776,53.878,309547.0
AUT_2016,AUT,Austria,2016,63.924,79.144,6642608.0,108.028,101.435,67112265.0,,7360923.0,9.263,54162924.0,,,391829.0,0.493,10331745.0,13.001,10426771.0,13.121,9408322.0,11.839,50663.0,0.064,68.158,23553595.0,29.639,9085.0,210.0,101.242,99.01,16383293.0,20.616,-4270884.0,,,79467291.0,75196407.0,1560151.0,1.963,,,,67403.018,230.231,1642989.0,83.786,83.808,3620061.0,,58.429,6140.0,4.26,57.349,50390.0,83.474,68.376,392837.0
AUT_2017,AUT,Austria,2017,63.765,78.947,6626107.0,112.079,105.239,69628860.0,,7313779.0,8.917,56013093.0,,,427079.0,0.521,10967866.0,13.372,10713544.0,13.062,9541310.0,11.632,51247.0,0.062,68.289,24312048.0,29.64,9300.0,211.0,104.498,102.195,17209265.0,20.981,-4851859.0,,,82023358.0,77171499.0,1487221.0,1.813,,,,71816.205,245.305,1750563.0,82.437,82.459,3561803.0,,114.239,12006.0,3.728,50.179,44090.0,84.981,69.61,399930.0
AUT_2018,AUT,Austria,2018,61.961,76.713,6438632.0,107.396,100.842,66719678.0,,7224351.0,9.151,54693376.0,,,370341.0,0.469,10097522.0,12.79,10933259.0,13.848,8814563.0,11.165,51817.0,0.066,69.276,24425874.0,30.938,8879.0,198.0,100.583,98.366,15613094.0,19.776,-5152669.0,,,78950336.0,73797667.0,1419515.0,1.798,,,,75270.309,257.104,1834759.0,81.611,81.632,3526083.0,,157.119,16512.0,2.749,37.01,32519.0,81.204,66.516,382154.0
BEL_1990,BEL,Belgium,1990,100.0,110.771,12215185.0,100.0,94.93,120309343.0,,12242945.0,8.362,103793074.0,,,1237427.0,0.845,30059891.0,20.531,23220155.0,15.86,28170788.0,19.241,173611.0,0.119,70.892,20931201.0,14.296,14632.0,492.0,100.0,97.8,26039669.0,17.785,-3237684.0,,,146410757.0,143173073.0,4335069.0,2.961,,,,,,,100.0,98.643,10072881.0,,,,100.0,491.145,2191049.0,100.0,1123.508,1622299.0
BEL_1991,BEL,Belgium,1991,99.701,110.44,12178671.0,102.554,97.354,123382082.0,,12119926.0,8.127,107462240.0,,,1087384.0,0.729,30707934.0,20.59,23261873.0,15.598,31086930.0,20.844,208544.0,0.14,72.056,21109574.0,14.154,14855.0,492.0,101.862,99.621,25069123.0,16.809,-2771101.0,,,149137370.0,146366270.0,4486082.0,3.008,,,,,,,98.682,97.344,9940160.0,,,,95.681,469.933,2096420.0,94.929,1066.538,1540036.0
BEL_1992,BEL,Belgium,1992,99.051,109.719,12099242.0,101.827,96.664,122507842.0,,12110195.0,8.142,105841265.0,,,942229.0,0.633,29502062.0,19.835,22425235.0,15.077,30902021.0,20.776,206270.0,0.139,71.16,21863447.0,14.699,14758.0,483.0,101.589,99.354,26178527.0,17.601,-2591141.0,,,148737284.0,146146143.0,4607297.0,3.098,,,,,42.208,481149.0,95.945,94.643,9664396.0,,,,104.277,512.153,2284768.0,104.783,1177.241,1699887.0
BEL_1993,BEL,Belgium,1993,98.618,109.24,12046380.0,100.943,95.825,121444205.0,,12238786.0,8.284,105712090.0,,,984809.0,0.667,28976151.0,19.613,22152206.0,14.994,31032389.0,21.005,201577.0,0.136,71.552,22364957.0,15.138,14601.0,485.0,100.909,98.688,25352783.0,17.16,-2608500.0,,,147741144.0,145132643.0,4437485.0,3.004,,,,,42.208,481149.0,98.659,97.32,9937781.0,,,,100.221,492.233,2195901.0,100.828,1132.808,1635728.0
BEL_1994,BEL,Belgium,1994,98.991,109.653,12091975.0,103.747,98.486,124816904.0,,12106225.0,7.946,107421316.0,,,867087.0,0.569,30081155.0,19.743,22771127.0,14.945,30619069.0,20.096,213545.0,0.14,70.504,22869334.0,15.01,15002.0,484.0,104.064,101.774,28311639.0,18.582,-2354498.0,,,152361114.0,150006616.0,4521934.0,2.968,,,,,43.318,493806.0,102.682,101.289,10343057.0,,,,120.37,591.193,2637369.0,121.926,1369.847,1978002.0
BEL_1995,BEL,Belgium,1995,99.615,110.344,12168098.0,104.694,99.385,125956473.0,,12320991.0,7.975,107735614.0,,,873854.0,0.566,29588208.0,19.151,22863521.0,14.799,31245475.0,20.224,209763.0,0.136,69.734,22954793.0,14.858,15167.0,479.0,105.522,103.201,29937918.0,19.378,-2588463.0,,,154495964.0,151907501.0,4501440.0,2.914,,,,,43.108,491417.0,107.474,106.016,10825695.0,,,,133.009,653.266,2914285.0,131.911,1482.034,2139996.0
BEL_1996,BEL,Belgium,1996,98.317,108.907,12009644.0,107.636,102.179,129496580.0,,12222350.0,7.727,112080153.0,,,860342.0,0.544,28877974.0,18.256,22213732.0,14.043,36519308.0,23.086,223907.0,0.142,70.854,23384891.0,14.783,15496.0,483.0,108.042,105.665,29471729.0,18.631,-2545131.0,,,158184694.0,155639563.0,4410462.0,2.788,,,,,51.484,586898.0,111.833,110.315,11264772.0,,,,126.283,620.231,2766914.0,126.973,1426.555,2059886.0
BEL_1997,BEL,Belgium,1997,97.403,107.894,11897928.0,103.069,97.843,124001764.0,,12220906.0,8.162,106262427.0,,,825538.0,0.551,27835035.0,18.591,21599778.0,14.427,32166981.0,21.485,232382.0,0.155,70.974,23602713.0,15.764,14644.0,441.0,102.261,100.011,26772741.0,17.882,-2327215.0,,,149720793.0,147393578.0,4464718.0,2.982,,,,,62.422,711587.0,109.616,108.129,11041484.0,,,,69.78,342.722,1528919.0,33.231,373.356,539111.0
BEL_1998,BEL,Belgium,1998,96.037,106.381,11731081.0,108.244,102.755,130227110.0,,12020971.0,7.761,110651432.0,,,807642.0,0.521,30574235.0,19.738,22299123.0,14.396,32488899.0,20.974,215726.0,0.139,71.435,24265808.0,15.666,15131.0,447.0,105.797,103.469,27904677.0,18.015,-2881027.0,,,154897827.0,152016800.0,4320747.0,2.789,,,,,76.556,872708.0,108.478,107.006,10926851.0,,,,38.514,189.161,843866.0,18.259,205.138,296211.0
BEL_1999,BEL,Belgium,1999,93.921,104.037,11472609.0,103.665,98.409,124718898.0,,12211395.0,8.215,105339437.0,,,816776.0,0.549,26780163.0,18.016,21456002.0,14.434,31467554.0,21.169,231180.0,0.156,70.865,24587762.0,16.541,14495.0,415.0,101.528,99.294,27034104.0,18.187,-2121420.0,,,148647755.0,146526336.0,4062820.0,2.733,,,,,82.544,940970.0,108.535,107.063,10932606.0,,,,19.568,96.108,428747.0,9.488,106.599,153924.0
BEL_2000,BEL,Belgium,2000,90.277,100.0,11027451.0,105.341,100.0,126735296.0,,11346974.0,7.58,106183677.0,,,855978.0,0.572,28670553.0,19.151,21507072.0,14.366,29920598.0,19.986,221970.0,0.148,70.929,25007506.0,16.705,14560.0,403.0,102.25,100.0,28224506.0,18.853,-1754724.0,,,149704632.0,147949907.0,3949474.0,2.638,,,,,100.0,1139957.0,101.375,100.0,10211422.0,,,,20.361,100.0,446110.0,8.901,100.0,144396.0
BEL_2001,BEL,Belgium,2001,86.586,95.912,10576662.0,104.8,99.487,126084684.0,,11122284.0,7.509,106641616.0,,,829573.0,0.56,26622620.0,17.974,21177228.0,14.298,32215710.0,21.751,231223.0,0.156,71.999,25565263.0,17.26,14354.0,395.0,101.164,98.938,26833565.0,18.117,-1700262.0,,,148114454.0,146414192.0,3516989.0,2.375,,,,,107.243,1222520.0,97.442,96.12,9815230.0,,,,12.589,61.832,275840.0,8.6,96.621,139517.0
BEL_2002,BEL,Belgium,2002,83.011,91.952,10139993.0,105.46,100.113,126878582.0,,10993740.0,7.42,106979411.0,,,805738.0,0.544,28069809.0,18.946,20507601.0,13.842,31490867.0,21.255,227692.0,0.154,72.207,25877702.0,17.466,14294.0,389.0,101.193,98.966,26652339.0,17.989,-1711554.0,,,148157106.0,146445552.0,3531616.0,2.384,,,,,127.719,1455939.0,93.965,92.69,9464951.0,,,,4.612,22.653,101057.0,7.186,80.739,116583.0
BEL_2003,BEL,Belgium,2003,78.337,86.774,9568973.0,106.621,101.215,128275265.0,,10612558.0,7.15,108102759.0,,,740614.0,0.499,29222703.0,19.689,19381359.0,13.059,32062135.0,21.602,226549.0,0.153,72.836,26469400.0,17.834,14245.0,386.0,101.372,99.141,26507280.0,17.86,-1668383.0,,,148419332.0,146750950.0,3196735.0,2.154,,,,,144.327,1645262.0,85.065,83.91,8568448.0,,,,11.825,58.08,259101.0,6.305,70.835,102283.0
BEL_2004,BEL,Belgium,2004,77.914,86.306,9517352.0,107.062,101.633,128805292.0,,10566477.0,7.079,107924477.0,,,724214.0,0.485,29699016.0,19.896,19115676.0,12.806,30625073.0,20.516,206532.0,0.138,72.3,27553965.0,18.459,14244.0,375.0,101.955,99.712,27547977.0,18.455,-1580063.0,,,149273601.0,147693538.0,3234671.0,2.167,,,,,151.584,1727993.0,86.905,85.726,8753831.0,,,,17.279,84.863,378580.0,5.582,62.711,90553.0
BEL_2005,BEL,Belgium,2005,75.896,84.07,9270778.0,104.449,99.153,125661688.0,,10358887.0,7.083,105776140.0,,,743066.0,0.508,29424892.0,20.119,18535154.0,12.673,30109949.0,20.588,204943.0,0.14,72.325,26758136.0,18.296,13867.0,360.0,99.892,97.694,27061826.0,18.504,-1567427.0,,,146251988.0,144684560.0,3055134.0,2.089,,,,,223.391,2546556.0,84.466,83.32,8508140.0,,,,7.932,38.955,173784.0,5.612,63.051,91042.0
BEL_2006,BEL,Belgium,2006,75.065,83.15,9169309.0,102.989,97.767,123905757.0,,10123151.0,7.06,104022140.0,,,765213.0,0.534,28306608.0,19.741,18731481.0,13.063,28656364.0,19.985,203978.0,0.142,72.544,27358497.0,19.08,13503.0,344.0,97.938,95.783,26210139.0,18.279,-1556101.0,,,143391884.0,141835783.0,3036454.0,2.118,,,,,229.941,2621225.0,74.504,73.493,7504655.0,,,,5.192,25.501,113763.0,4.757,53.448,77176.0
BEL_2007,BEL,Belgium,2007,74.573,82.605,9109246.0,100.155,95.077,120496162.0,,10280725.0,7.354,101884616.0,,,746404.0,0.534,27615197.0,19.755,18805881.0,13.453,26334028.0,18.838,168818.0,0.121,72.884,28214289.0,20.183,13067.0,324.0,95.478,93.377,24635102.0,17.623,-1350955.0,,,139789969.0,138439014.0,2989527.0,2.139,,,,,263.855,3007829.0,69.286,68.346,6979095.0,,,,5.396,26.5,118220.0,4.895,55.0,79418.0
BEL_2008,BEL,Belgium,2008,72.951,80.808,8911078.0,99.911,94.846,120202862.0,,10149748.0,7.265,101539594.0,,,719333.0,0.515,25512371.0,18.262,18964036.0,13.575,27885003.0,19.961,161922.0,0.116,72.684,28296928.0,20.256,12961.0,321.0,95.416,93.317,25229853.0,18.06,-1099921.0,,,139699335.0,138599413.0,2780140.0,1.99,,,,,261.075,2976140.0,69.225,68.285,6972902.0,,,671.0,25.02,122.885,548201.0,5.392,60.584,87481.0
BEL_2009,BEL,Belgium,2009,72.419,80.219,8846084.0,89.555,85.014,107743367.0,,10265924.0,8.08,94864876.0,,,720445.0,0.567,25962709.0,20.435,13405655.0,10.551,27133684.0,21.356,154827.0,0.122,74.666,27487556.0,21.635,11699.0,299.0,86.778,84.868,19318547.0,15.205,-1126342.0,,,127051676.0,125925334.0,2602330.0,2.048,,,,,249.054,2839109.0,70.204,69.252,7071587.0,,,568.0,20.878,102.54,457441.0,5.765,64.767,93521.0
BEL_2010,BEL,Belgium,2010,71.995,79.75,8794357.0,95.222,90.394,114561030.0,,10215878.0,7.606,99540941.0,,,761299.0,0.567,26547029.0,19.765,15554355.0,11.58,29858508.0,22.23,131349.0,0.098,74.11,26688400.0,19.87,12279.0,308.0,91.739,89.721,22057618.0,16.422,-701849.0,,,134315855.0,133614006.0,2501419.0,1.862,,,,,277.406,3162305.0,75.322,74.3,7587118.0,,,1324.0,4.782,23.485,104768.0,6.469,72.684,104953.0
BEL_2011,BEL,Belgium,2011,69.838,77.36,8530819.0,87.313,82.886,105046058.0,,10104644.0,8.163,89951217.0,,,705609.0,0.57,23128329.0,18.685,15187563.0,12.27,24498975.0,19.792,128026.00000000001,0.103,72.669,26302716.0,21.249,11239.0,279.0,84.545,82.684,21437207.0,17.318,-617402.0,,,123782512.0,123165110.0,2289444.0,1.85,,,,,312.51,3562485.0,63.282,62.423,6374291.0,,,2475.0,7.168,35.204,157047.0,6.74,75.721,109338.0
BEL_2012,BEL,Belgium,2012,68.702,76.102,8392130.0,85.138,80.821,102428755.0,,9884867.0,8.175,89139870.0,,,676586.0,0.56,23007187.0,19.026,14222416.0,11.762,25609269.0,21.178,111128.0,0.092,73.717,25513285.0,21.099,10908.0,272.0,82.591,80.774,19689873.0,16.283,-713244.0,,,120922504.0,120209260.0,2207894.0,1.826,,,,,312.903,3566961.0,62.612,61.762,6306825.0,,,1118.0,5.263,25.851,115324.0,6.866,77.143,111391.0
BEL_2013,BEL,Belgium,2013,67.43,74.692,8236656.000000001,85.342,81.015,102674404.0,,9900540.0,8.186,88844950.0,,,670690.0,0.555,21507973.0,17.783,13963003.0,11.545,27601521.0,22.821,104432.0,0.086,73.456,24997331.0,20.668,10844.0,271.0,82.61,80.792,20371633.0,16.843,-1231530.0,,,120949314.0,119717785.0,1832191.0,1.515,,,,,319.173,3638439.0,61.018,60.19,6146265.0,,,1242.0,6.158,30.245,134926.0,7.236,81.293,117383.0
BEL_2014,BEL,Belgium,2014,66.466,73.625,8118958.0,80.469,76.389,96811323.0,,10108291.0,8.773,82846801.0,,,644997.0,0.56,20477137.0,17.773,13545428.0,11.757,22833930.0,19.818,100757.0,0.087,71.906,25244552.0,21.911,10268.0,255.0,78.694,76.962,20605133.0,17.884,-1211526.0,,,115215773.0,114004247.0,1655547.0,1.437,,,,,340.302,3879291.0,61.37,60.538,6181750.0,,,690.0,5.862,28.79,128436.0,5.876,66.017,95326.0
BEL_2015,BEL,Belgium,2015,66.535,73.701,8127371.0,83.935,79.679,100981344.0,,10110273.0,8.466,86947848.0,,,668052.0,0.559,21211360.0,17.762,13548958.0,11.346,24482355.0,20.501,107434.0,0.09,72.809,26929689.0,22.551,10579.0,260.0,81.564,79.769,20759694.0,17.384,-1262349.0,,,119418394.0,118156045.0,1600580.0,1.34,,,,,354.161,4037277.0,59.914,59.101,6035059.0,,,850.0,6.56,32.22,143737.0,5.718,64.237,92756.0
BEL_2016,BEL,Belgium,2016,66.321,73.464,8101187.0,82.959,78.752,99806944.0,,9979465.0,8.445,85416494.0,,,643435.0,0.544,19937370.0,16.871,13372933.0,11.316,24706952.0,20.908,110287.0,0.093,72.281,26645517.0,22.548,10408.0,253.0,80.713,78.937,21291078.0,18.017,-1024944.0,,,118172436.0,117147492.0,1485399.0,1.257,,,,,351.01,4001367.0,57.209,56.432,5762549.0,,,715.0,18.381,90.278,402737.0,5.975,67.133,96937.0
